#     Ix      Iy          X                Y                Z              dZ/dX         dZ/dY
 
      25       1       3.50987227E-02   2.12821053E-03  -3.85248753E-04 -1.067697E-02 -1.173704E-02
      25       2       3.50987227E-02   4.25642106E-03  -4.22718362E-04 -1.069312E-02 -2.347887E-02
      25       3       3.50987227E-02   6.38463158E-03  -4.85184701E-04 -1.072005E-02 -3.523028E-02
      25       4       3.50987227E-02   8.51284211E-03  -5.72673256E-04 -1.075781E-02 -4.699606E-02
      25       5       3.50987227E-02   1.06410526E-02  -6.85219709E-04 -1.080645E-02 -5.878100E-02
      25       6       3.50987227E-02   1.27692632E-02  -8.22869936E-04 -1.086602E-02 -7.058989E-02
      25       7       3.50987227E-02   1.48974737E-02  -9.85680007E-04 -1.093662E-02 -8.242752E-02
      25       8       3.50987227E-02   1.70256842E-02  -1.17371619E-03 -1.101834E-02 -9.429869E-02
      25       9       3.50987227E-02   1.91538948E-02  -1.38705494E-03 -1.111128E-02 -1.062082E-01
      25      10       3.50987227E-02   2.12821053E-02  -1.62578291E-03 -1.121556E-02 -5.608655E-02
